StartDate,EndDate,Progress,Duration_sec,Finished,RecordedDate,ResponseId,lat,long,distn,lang,USCit,Adult18,SA_accuse,SA_victim,LEO_you,LEO_family,Felon,MTurkID,VictimThinkKelly,TimeAttack,KellyPunchOut,KellyTimeDrive,InitialVerdict,InitialChances,InitialHighChances,InitialLowChances,SecondaryVerdict,SecondaryChances,SecondaryHighChances,SecondaryLowChances,UnderstoodEvidence,RMPEstimate,FrameEstimate,ErrorEstimate,Age,Gender,Educ,Income,MathStat,ConclusionsData,AbilityEvidence,NativeEnglish,CrimeVictim,Juror,SupportDP,KnowSciMeth,KnowForSci,PoliticalSpectrum,PoliticalParty,PoliticalParty2,ConfirmSubmit,mTurkCode,TreatmentGroup,EvidenceType,Strength,DefenseFallacy,FactorsAnalyst,Greater50Kelly,Implicates,KellyCouldveLeftEvid,KellyMoreLikely,NotOnlyKelly,ProsecuteFallacy,RMP,RMPTimesKelly,AgeGroup,CensusEdCat,IncomeFctr
7/20/17 16:34,7/20/17 17:00,100,1574,TRUE,7/20/17 17:00,R_1f1O0LCdYCViICD,34.08999634,-117.8903046,anonymous,EN,Yes,Yes,No,No,No,No,No,A177EXELDLWTWV,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 1,000 that he is guilty",About 99 chances in 100 that he is guilty,About 99 chances in 100 that he is guilty,Not Guilty,"About 1 chance in 1,000 that he is guilty",One chance in 2 that he is guilty,"About 1 chance in 100,000 that he is guilty","
	I understood completely
	7
","1 chance in 1,000","1 chance in 10,000","1 chance in 100,000",24,Male,Some college courses,"$60-$80,000",A college course in statistics,Extremely Confident,Extremely Confident,Yes,No,No,No,Extremely knowledgeable,Extremely knowledgeable,Very Liberal,Democrat,NA,NA,99998,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,all of the above,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(18,24]",Some college or associate degree,"$40,000 to $100,000"
7/20/17 16:13,7/20/17 17:16,100,3811,TRUE,7/20/17 17:16,R_3Jtp4w6enPoNBxj,38.79229736,-77.06990051,anonymous,EN,Yes,Yes,No,No,No,No,No,A1RV2LERVS0A4H,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 10,000 that he is guilty",About 1 chance in 10 that he is guilty,"About 1 chance in 100,000 that he is guilty",Not Guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 10 that he is guilty,"About 1 chance in 10,000 that he is guilty",5,1 chance in 100,1 chance in 100,1 chance in 100,30,Female,Graduated from a four year college or university,"$40-$60,000","High school courses,A college course in calculus",&nbsp;,Not at all Confident,Yes,No,No,Yes,&nbsp;,Not knowledgeable,&nbsp;,Democrat,NA,NA,30572,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(24,34]",Bachelor's degree,"$40,000 to $100,000"
7/20/17 17:09,7/20/17 17:19,100,642,TRUE,7/20/17 17:19,R_2aqoV908tGUvGMR,40.85940552,-73.21209717,anonymous,EN,Yes,Yes,No,No,No,No,No,A2UHF7UL7G0Y78,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 that he is guilty,About 1 chance in 10 that he is guilty,Impossible that he is guilty,Not Guilty,About 1 chance in 100 that he is guilty,About 1 chance in 100 that he is guilty,About 1 chance in 100 that he is guilty,"
	I understood completely
	7
",1 chance in 100,1 chance in 100,1 chance in 100,49,Female,Received a doctoral degree,"$100-$120,000","High school courses,A college course in statistics,A college course in calculus,A college course in higher mathematics (above calculus)",Moderately Confident,Moderately Confident,Yes,No,No,No,Somewhat knowledgeable,Somewhat knowledgeable,Moderate,American Independent,NA,NA,45722,"E: moderate, finger",Finger,Mod,The fingerprint evidence supports this statement.,the possibility that someone intentionally planted the defendant's fingerprint at the crime scene,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence supports this statement.,"(44,54]",Advanced degree,"Over $100,000"
7/20/17 17:21,7/20/17 17:30,100,494,TRUE,7/20/17 17:30,R_W1lIrWR99TKxmWR,37.7696991,-122.3932953,anonymous,EN,Yes,Yes,No,No,No,No,No,A1CHC8M7CWC254,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 100 that he is guilty,About 1 chance in 100 that he is guilty,Impossible that he is guilty,Not Guilty,About 1 chance in 100 that he is guilty,About 1 chance in 10 that he is guilty,"About 1 chance in 100,000 that he is guilty",5,"1 chance in 10,000","1 chance in 1,000","1 chance in 1,000",25,Male,Graduated from a four year college or university,"$80-$100,000","High school courses,A college course in statistics,A college course in logic or inference,A college course in calculus,A college course in higher mathematics (above calculus)",&nbsp;,&nbsp;,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,Democrat,NA,NA,11485,"E: moderate, finger",Finger,Mod,The fingerprint evidence supports this statement.,all of the above,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(24,34]",Bachelor's degree,"$40,000 to $100,000"
7/20/17 17:09,7/20/17 17:33,100,1474,TRUE,7/20/17 17:33,R_3QQplHf7ENWhnLy,35.61650085,-97.47889709,anonymous,EN,Yes,Yes,No,No,No,No,No,A2EDI66B0KTBEH,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 100 that he is guilty,One chance in 2 that he is guilty,"About 1 chance in 1,000 that he is guilty",Not Guilty,About 1 chance in 10 that he is guilty,About 9 chances in 10 that he is guilty,About 1 chance in 100 that he is guilty,5,"1 chance in 1,000","1 chance in 10,000",1 chance in 100,46,Female,Graduated from a four year college or university,"$80-$100,000","A college course in statistics,A college course in calculus",Moderately Confident,&nbsp;,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,Republican,NA,NA,73736,"E: moderate, finger",Finger,Mod,The fingerprint evidence supports this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(44,54]",Bachelor's degree,"$40,000 to $100,000"
7/20/17 17:06,7/20/17 17:35,100,1751,TRUE,7/20/17 17:35,R_shYNMHAajSoc2d3,28.49130249,-81.40969849,anonymous,EN,Yes,Yes,No,No,No,No,No,A18G2CLYSTENK,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 100,000 that he is guilty","About 1 chance in 100,000 that he is guilty",Impossible that he is guilty,Not Guilty,"About 1 chance in 10,000 that he is guilty","About 1 chance in 10,000 that he is guilty",Impossible that he is guilty,6,"1 chance in 1,000","1 chance in 1,000","1 chance in 1,000",28,Male,Graduated from high school/ Received GED,"$20-$40,000",High school courses,Extremely Confident,Extremely Confident,Yes,Yes,No,No,&nbsp;,&nbsp;,&nbsp;,Democrat,NA,NA,30959,"E: moderate, finger",Finger,Mod,The fingerprint evidence supports this statement.,all of the above,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence supports this statement.,"(24,34]",High school graduate,"$20,000 to $40,000"
7/20/17 17:31,7/20/17 17:43,100,672,TRUE,7/20/17 17:43,R_3j9ErjRPEcXmL5j,35.88960266,-86.31659698,anonymous,EN,Yes,Yes,No,No,No,No,No,A17AH7B74XRKX1,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 that he is guilty,About 9 chances in 10 that he is guilty,About 1 chance in 100 that he is guilty,Not Guilty,One chance in 2 that he is guilty,About 9 chances in 10 that he is guilty,About 1 chance in 10 that he is guilty,"
	I understood completely
	7
",1 chance in 100,1 chance in 100,1 chance in 100,29,Male,Graduated from a four year college or university,"$20-$40,000","High school courses,A college course in statistics",&nbsp;,&nbsp;,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,Democrat,NA,NA,71079,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(24,34]",Bachelor's degree,"$20,000 to $40,000"
7/20/17 17:44,7/20/17 18:04,100,1203,TRUE,7/20/17 18:04,R_2wESYZ7yNhQETRX,39.01249695,-75.60510254,anonymous,EN,Yes,Yes,No,No,No,No,No,A12HZGOZQD5YK7,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 100 that he is guilty,"About 1 chance in 100,000 that he is guilty",Not Guilty,About 1 chance in 100 that he is guilty,About 1 chance in 10 that he is guilty,"About 1 chance in 1,000 that he is guilty","
	I understood completely
	7
",1 chance in 1 million,"1 chance in 100,000","1 chance in 10,000",36,Female,Graduated from community college,"$20-$40,000",High school courses,Extremely Confident,Extremely Confident,Yes,No,No,Yes,&nbsp;,Somewhat knowledgeable,Moderate,Democrat,NA,NA,33277,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(34,44]",Some college or associate degree,"$20,000 to $40,000"
7/20/17 17:57,7/20/17 18:13,100,965,TRUE,7/20/17 18:13,R_Ox1bPKZSsNHIeZz,34.07290649,-118.2606049,anonymous,EN,Yes,Yes,No,No,No,No,No,AHT8HA3JRWVGV,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 10,000 that he is guilty","About 1 chance in 10,000 that he is guilty",About 1 chance in 10 million that he is guilty,Not Guilty,"About 1 chance in 10,000 that he is guilty","About 1 chance in 1,000 that he is guilty","About 1 chance in 10,000 that he is guilty","
	I understood completely
	7
",1 chance in 100,1 chance in 1 million,1 chance in 100,30,Female,Graduated from community college,"$20-$40,000",High school courses,Moderately Confident,Moderately Confident,Yes,No,No,Yes,Somewhat knowledgeable,Not knowledgeable,Very Liberal,Democrat,NA,NA,26642,"E: moderate, finger",Finger,Mod,The fingerprint evidence supports this statement.,the possibility that someone intentionally planted the defendant's fingerprint at the crime scene,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(24,34]",Some college or associate degree,"$20,000 to $40,000"
7/20/17 15:50,7/20/17 18:14,100,8622,TRUE,7/20/17 18:14,R_RQT3C4k0gt1SHZv,40.73539734,-73.87830353,anonymous,EN,Yes,Yes,No,No,No,No,No,AKSJ3C5O3V9RB,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 that he is guilty,"About 999,999 chances in 1 million that he is guilty",About 1 chance in 100 that he is guilty,Not Guilty,About 1 chance in 100 that he is guilty,"About 999,999 chances in 1 million that he is guilty",About 1 chance in 100 that he is guilty,"
	I understood completely
	7
",1 chance in 100,"1 chance in 100,000",1 chance in 100,26,Female,Received a doctoral degree,"$60-$80,000","High school courses,A college course in statistics,A college course in logic or inference,A college course in calculus",&nbsp;,Extremely Confident,Yes,No,No,Yes,Extremely knowledgeable,&nbsp;,Moderate,Democrat,NA,NA,96596,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(24,34]",Advanced degree,"$40,000 to $100,000"
7/20/17 18:07,7/20/17 18:26,100,1141,TRUE,7/20/17 18:26,R_26lRzuPOduzQtbG,46.32820129,-119.3222046,anonymous,EN,Yes,Yes,No,No,No,No,No,A80PZ8RASZZJI,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 million that he is guilty,"About 1 chance in 100,000 that he is guilty",About 1 chance in 10 million that he is guilty,Not Guilty,About 1 chance in 1 million that he is guilty,"About 1 chance in 10,000 that he is guilty",About 1 chance in 10 million that he is guilty,"
	I understood completely
	7
",1 chance in 100,"1 chance in 100,000",1 chance in 1 million,25,Male,Graduated from a four year college or university,"$40-$60,000",High school courses,&nbsp;,Extremely Confident,Yes,No,No,Yes,Extremely knowledgeable,Somewhat knowledgeable,&nbsp;,None,NA,NA,23406,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(24,34]",Bachelor's degree,"$40,000 to $100,000"
7/20/17 18:45,7/20/17 18:56,100,621,TRUE,7/20/17 18:56,R_3pcpPsY4PIAbpn0,42.91560364,-85.8463974,anonymous,EN,Yes,Yes,No,No,No,No,No,AV3GP5YAMSMSL,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 10,000 that he is guilty",About 1 chance in 100 that he is guilty,One chance in 2 that he is guilty,Guilty,About 1 chance in 10 that he is guilty,One chance in 2 that he is guilty,About 99 chances in 100 that he is guilty,6,"1 chance in 10,000","1 chance in 100,000","1 chance in 100,000",27,Male,Some college courses,"$20-$40,000","High school courses,A college course in statistics",&nbsp;,Extremely Confident,Yes,No,No,No,&nbsp;,&nbsp;,&nbsp;,Democrat,NA,NA,35550,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,all of the above,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence supports this statement.,"(24,34]",Some college or associate degree,"$20,000 to $40,000"
7/20/17 19:39,7/20/17 20:04,100,1479,TRUE,7/20/17 20:04,R_1ePr5usIxwXQe9C,41.44569397,-82.18049622,anonymous,EN,Yes,Yes,No,No,No,No,No,A194E79BDFEZIU,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 1 million that he is guilty,"About 1 chance in 10,000 that he is guilty",Impossible that he is guilty,Not Guilty,"About 1 chance in 10,000 that he is guilty","About 1 chance in 1,000 that he is guilty",About 1 chance in 1 million that he is guilty,"
	I understood completely
	7
","1 chance in 1,000",1 chance in 1 million,"1 chance in 10,000",55,Male,Some college courses,"$20-$40,000",High school courses,&nbsp;,Extremely Confident,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,Democrat,NA,NA,72365,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(54,64]",Some college or associate degree,"$20,000 to $40,000"
7/20/17 20:18,7/20/17 20:30,100,691,TRUE,7/20/17 20:30,R_23TPSgxgaWLOKMd,39.00230408,-84.6568985,anonymous,EN,Yes,Yes,No,No,No,No,No,A1M9H7WED4RUD5,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 1,000 that he is guilty","About 1 chance in 1,000 that he is guilty","About 9,999 chances in 10,000 that he is guilty",Guilty,About 1 chance in 10 that he is guilty,About 9 chances in 10 that he is guilty,About 9 chances in 10 that he is guilty,"
	I understood completely
	7
",1 chance in 1 million,1 chance in 1 million,1 chance in 1 million,33,Male,Some college courses,"$100-$120,000",High school courses,&nbsp;,Extremely Confident,Yes,No,No,Yes,Somewhat knowledgeable,&nbsp;,Very Liberal,Democrat,NA,NA,40961,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,all of the above,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(24,34]",Some college or associate degree,"Over $100,000"
7/20/17 22:01,7/20/17 22:16,100,892,TRUE,7/20/17 22:16,R_3h0aA6PrRwnG8O2,39.11480713,-77.24620056,anonymous,EN,Yes,Yes,No,No,No,No,No,AU2NVT51E749C,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 100 that he is guilty,About 9 chances in 10 that he is guilty,"About 1 chance in 10,000 that he is guilty",Not Guilty,About 1 chance in 10 that he is guilty,"About 999 chances in 1,000 that he is guilty",About 1 chance in 100 that he is guilty,6,"1 chance in 10,000","1 chance in 100,000","1 chance in 1,000",38,Male,Received a masters degree,"More than $120,000","High school courses,A college course in statistics,A college course in calculus",&nbsp;,&nbsp;,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,Republican,NA,NA,67655,"E: moderate, finger",Finger,Mod,The fingerprint evidence supports this statement.,all of the above,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence supports this statement.,"(34,44]",Advanced degree,"Over $100,000"
7/20/17 22:02,7/20/17 22:21,100,1117,TRUE,7/20/17 22:21,R_3JK94AOEdWP8hdm,29.90490723,-89.9611969,anonymous,EN,Yes,Yes,No,No,No,No,No,A1KDWYI2X6BI5D,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 that he is guilty,Certain to be guilty,"About 1 chance in 1,000 that he is guilty",Not Guilty,About 1 chance in 10 that he is guilty,Certain to be guilty,About 1 chance in 100 that he is guilty,6,1 chance in 100,"1 chance in 1,000","1 chance in 1,000",32,Female,Received a masters degree,"$40-$60,000","High school courses,A college course in statistics",&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,Somewhat knowledgeable,&nbsp;,Democrat,NA,NA,67541,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(24,34]",Advanced degree,"$40,000 to $100,000"
7/21/17 0:11,7/21/17 0:27,100,951,TRUE,7/21/17 0:27,R_28J5Y8RmdP2be3g,39.46620178,-87.31479645,anonymous,EN,Yes,Yes,No,No,No,No,No,A1HBIE5LRTQK1L,No,00:30:00,00:15:00,30 minutes,Not Guilty,Impossible that he is guilty,One chance in 2 that he is guilty,Impossible that he is guilty,Not Guilty,About 1 chance in 100 that he is guilty,One chance in 2 that he is guilty,Impossible that he is guilty,"
	I understood completely
	7
",1 chance in 100,1 chance in 1 million,"1 chance in 1,000",48,Male,Graduated from high school/ Received GED,"$60-$80,000",High school courses,Moderately Confident,Moderately Confident,Yes,No,No,Yes,Not knowledgeable,Not knowledgeable,&nbsp;,Republican,NA,NA,79058,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(44,54]",High school graduate,"$40,000 to $100,000"
7/21/17 2:40,7/21/17 2:50,100,588,TRUE,7/21/17 2:50,R_1pVBoH9ZLJsGicE,32.85920715,-97.08190155,anonymous,EN,Yes,Yes,No,No,No,Yes,No,AHV4U78TUUDKI,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 million that he is guilty,"About 99,999 chances in 100,000 that he is guilty","About 1 chance in 100,000 that he is guilty",Not Guilty,"About 1 chance in 100,000 that he is guilty","About 9,999 chances in 10,000 that he is guilty","About 1 chance in 10,000 that he is guilty","
	I understood completely
	7
",1 chance in 1 million,1 chance in 10 million,1 chance in 100,47,Male,Received a masters degree,"$100-$120,000","High school courses,A college course in statistics,A college course in logic or inference,A college course in calculus,A college course in higher mathematics (above calculus)",&nbsp;,&nbsp;,Yes,Yes,Yes,Yes,Extremely knowledgeable,&nbsp;,&nbsp;,Democrat,NA,NA,15593,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence supports this statement.,"(44,54]",Advanced degree,"Over $100,000"
7/21/17 3:55,7/21/17 4:09,100,815,TRUE,7/21/17 4:09,R_PYSegjWUgCB4wut,40.73640442,-74.07240295,anonymous,EN,Yes,Yes,No,No,No,No,No,A27BUT19WQ6P1O,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 10,000 that he is guilty",About 1 chance in 100 that he is guilty,"About 1 chance in 100,000 that he is guilty",Not Guilty,"About 1 chance in 10,000 that he is guilty","About 1 chance in 1,000 that he is guilty","About 1 chance in 10,000 that he is guilty",5,1 chance in 100,"1 chance in 10,000","1 chance in 1,000",32,Male,Graduated from a four year college or university,"$60-$80,000","High school courses,A college course in statistics,A college course in logic or inference,A college course in calculus",&nbsp;,&nbsp;,Yes,No,Yes,No,&nbsp;,&nbsp;,&nbsp;,Democrat,NA,NA,37206,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,all of the above,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(24,34]",Bachelor's degree,"$40,000 to $100,000"
7/21/17 5:23,7/21/17 5:48,100,1487,TRUE,7/21/17 5:48,R_1pQdMxND2ep8cKF,30.10279846,-94.1740036,anonymous,EN,Yes,Yes,No,No,No,No,No,A1HI9B1MMCMVAZ,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 1 million that he is guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 10 million that he is guilty,Not Guilty,One chance in 2 that he is guilty,About 9 chances in 10 that he is guilty,About 1 chance in 100 that he is guilty,6,1 chance in 1 million,"1 chance in 100,000","1 chance in 10,000",34,Male,Technical or vocational training,"$40-$60,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,Yes,Somewhat knowledgeable,Somewhat knowledgeable,&nbsp;,American Independent,NA,NA,13809,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence supports this statement.,"(24,34]",Some college or associate degree,"$40,000 to $100,000"
7/21/17 4:59,7/21/17 7:01,100,7276,TRUE,7/21/17 7:01,R_2WHzTeY3ru0oMiF,25.98249817,-80.34339905,anonymous,EN,Yes,Yes,No,No,No,No,No,ANK8K5WTHJ61C,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 1,000 that he is guilty",One chance in 2 that he is guilty,About 1 chance in 10 million that he is guilty,Not Guilty,One chance in 2 that he is guilty,One chance in 2 that he is guilty,About 1 chance in 100 that he is guilty,"
	I understood completely
	7
",1 chance in 100,"1 chance in 10,000",1 chance in 100,49,Female,Graduated from a four year college or university,"$40-$60,000","A college course in statistics,A college course in logic or inference,A college course in calculus",&nbsp;,&nbsp;,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,American Independent,NA,NA,35950,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence supports this statement.,"(44,54]",Bachelor's degree,"$40,000 to $100,000"
7/21/17 7:06,7/21/17 7:20,100,823,TRUE,7/21/17 7:20,R_1MRO2QVTCnx4zsB,29.93969727,-82.70050049,anonymous,EN,Yes,Yes,No,No,No,No,No,ADLYO655RWJUI,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 that he is guilty,About 1 chance in 10 that he is guilty,About 1 chance in 10 million that he is guilty,Not Guilty,About 1 chance in 100 that he is guilty,About 1 chance in 100 that he is guilty,One chance in 2 that he is guilty,6,1 chance in 10,1 chance in 100,1 chance in 10,31,Female,Graduated from a four year college or university,"$40-$60,000",A college course in statistics,&nbsp;,&nbsp;,Yes,No,Yes,No,&nbsp;,&nbsp;,&nbsp;,Democrat,NA,NA,94764,"E: moderate, finger",Finger,Mod,The fingerprint evidence supports this statement.,all of the above,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(24,34]",Bachelor's degree,"$40,000 to $100,000"
7/21/17 7:24,7/21/17 7:36,100,701,TRUE,7/21/17 7:36,R_3jYCwfqe2M13vHY,40.78010559,-74.06330109,anonymous,EN,Yes,Yes,No,No,No,No,No,A4W9APAHFWVLO,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 100 that he is guilty,One chance in 2 that he is guilty,"About 1 chance in 10,000 that he is guilty",Not Guilty,One chance in 2 that he is guilty,About 9 chances in 10 that he is guilty,About 1 chance in 100 that he is guilty,"
	I understood completely
	7
","1 chance in 100,000",1 chance in 1 million,"1 chance in 10,000",36,Male,Graduated from a four year college or university,"More than $120,000","High school courses,A college course in statistics,A college course in logic or inference,A college course in calculus",Extremely Confident,Moderately Confident,Yes,No,No,Yes,Somewhat knowledgeable,&nbsp;,&nbsp;,Democrat,NA,NA,23544,"E: moderate, finger",Finger,Mod,The fingerprint evidence supports this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(34,44]",Bachelor's degree,"Over $100,000"
